Entity,Day,Data
Bangladesh,2024-03-09,142193380
Bangladesh,2024-03-10,142193500
Bangladesh,2024-03-11,142193540
Bangladesh,2024-03-12,142193760
Bangladesh,2024-03-13,142193820
Bangladesh,2024-03-17,142194160
Bangladesh,2024-03-18,142194320
Bangladesh,2024-03-19,142194530
Bangladesh,2024-03-20,142194660
Bangladesh,2024-03-23,142194850
Bangladesh,2024-03-24,142195230
Bangladesh,2024-03-26,142195870
Bangladesh,2024-03-27,142196240
Bangladesh,2024-03-30,142196600
Bangladesh,2024-03-31,142196830
Bangladesh,2024-04-01,142197230
Bangladesh,2024-04-02,142197540
Bangladesh,2024-04-03,142197870
Bangladesh,2024-04-08,142198100
Bangladesh,2024-04-15,142198480
Bangladesh,2024-04-17,142198620
Bangladesh,2024-04-20,142199330
Bangladesh,2024-04-21,142199440
Bangladesh,2024-04-22,142200350
Bangladesh,2024-04-23,142200460
Bangladesh,2024-04-24,142200830
Bangladesh,2024-04-27,142200850
Bangladesh,2024-04-29,142200850
Bangladesh,2024-05-05,142200860
Bangladesh,2024-05-11,142201170
Bangladesh,2024-05-13,142201470
Bangladesh,2024-05-14,142201620
Bangladesh,2024-05-19,142201680
Bangladesh,2024-05-20,142201680
Bangladesh,2024-05-27,142201680
Bangladesh,2024-06-01,142201680
Bangladesh,2024-06-06,142201680
Bangladesh,2024-06-08,142201680
Bangladesh,2024-06-11,142201680
Bangladesh,2024-07-01,142201680
Barbados,2021-05-01,16549
Barbados,2021-05-02,18020
Barbados,2021-05-03,19985
Barbados,2021-05-04,22181
Barbados,2021-05-05,25296
Barbados,2021-05-06,28467
Barbados,2021-05-07,30450
Barbados,2021-05-08,31894
Barbados,2021-05-09,32717
Barbados,2021-05-10,34653
Barbados,2021-05-11,36598
Barbados,2021-05-12,38919
Barbados,2021-05-13,41130
Barbados,2021-05-14,42645
Barbados,2021-05-15,42904
Barbados,2021-05-16,43867
Barbados,2021-05-17,45288
Barbados,2021-05-18,47132
Barbados,2021-05-19,49374
Barbados,2021-05-20,51704
Barbados,2021-05-21,52880
Barbados,2021-05-22,53911
Barbados,2021-05-23,54928
Barbados,2021-05-24,55586
Barbados,2021-05-25,56691
Barbados,2021-05-26,57998
Barbados,2021-05-27,58888
Barbados,2021-05-28,60139
Barbados,2021-05-29,60443
Barbados,2021-05-30,60553
Barbados,2021-05-31,60721
Barbados,2021-06-01,60816
Barbados,2021-06-02,60890
Barbados,2021-06-04,61178
Barbados,2021-06-05,61191
Barbados,2021-06-06,61427
Barbados,2021-06-07,61504
Barbados,2021-06-08,61664
Barbados,2021-06-09,61861
Barbados,2021-06-10,62005
Barbados,2021-06-11,62101
Barbados,2021-06-12,62131
Barbados,2021-06-13,62267
Barbados,2021-06-14,62631
Barbados,2021-06-15,63096
Barbados,2021-06-16,63429
Barbados,2021-06-17,64688
Barbados,2021-06-18,65348
Barbados,2021-06-19,65505
Barbados,2021-06-20,66347
Barbados,2021-06-21,66675
Barbados,2021-06-22,67392
Barbados,2021-06-23,67756
Barbados,2021-06-24,68417
Barbados,2021-06-25,68960
Barbados,2021-06-26,69089
Barbados,2021-06-27,69686
Barbados,2021-06-28,70215
Barbados,2021-06-29,70948
Barbados,2021-06-30,71181
Barbados,2021-07-02,71494
Barbados,2021-07-06,71703
Barbados,2021-07-07,71918
Barbados,2021-07-08,72088
Barbados,2021-07-09,72329
Barbados,2021-07-10,72536
Barbados,2021-07-11,72606
Barbados,2021-07-12,72672
Barbados,2021-07-13,72778
Barbados,2021-07-14,72894
Barbados,2021-07-15,73006
Barbados,2021-07-16,73137
Barbados,2021-07-17,73179
Barbados,2021-07-18,73427
Barbados,2021-07-19,73490
Barbados,2021-07-20,73621
Barbados,2021-07-21,73814
Barbados,2021-07-23,74032
Barbados,2021-07-24,74033
Barbados,2021-07-25,74322
Barbados,2021-07-26,74504
Barbados,2021-07-27,74851
Barbados,2021-07-28,74877
Barbados,2021-07-29,75779
Barbados,2021-07-30,76247
Barbados,2021-07-31,76248
Barbados,2021-08-01,76546
Barbados,2021-08-02,76554
Barbados,2021-08-03,76665
Barbados,2021-08-04,76965
Barbados,2021-08-05,77922
Barbados,2021-08-06,78676
Barbados,2021-08-07,79108
Barbados,2021-08-08,80245
Barbados,2021-08-09,80752
Barbados,2021-08-10,82088
Barbados,2021-08-11,82733
Barbados,2021-08-12,84223
Barbados,2021-08-13,85076
Barbados,2021-08-14,85080
Barbados,2021-08-15,85672
Barbados,2021-08-16,86141
Barbados,2021-08-17,87096
Barbados,2021-08-18,87710
Barbados,2021-08-19,88986
Barbados,2021-08-20,89683
Barbados,2021-08-21,90027
Barbados,2021-08-22,90675
Barbados,2021-08-23,91186
Barbados,2021-08-24,92025
Barbados,2021-08-25,92706
Barbados,2021-08-26,93220
Barbados,2021-08-27,93587
Barbados,2021-08-28,93773
Barbados,2021-08-29,94063
Barbados,2021-08-30,94361
Barbados,2021-09-01,94803
Barbados,2021-09-02,95035
Barbados,2021-09-03,95286
Barbados,2021-09-04,95351
Barbados,2021-09-05,95444
Barbados,2021-09-06,95661
Barbados,2021-09-07,95816
Barbados,2021-09-09,96158
Barbados,2021-09-10,96307
Barbados,2021-09-11,96345
Barbados,2021-09-12,96392
Barbados,2021-09-13,96507
Barbados,2021-09-14,96629
Barbados,2021-09-15,96715
Barbados,2021-09-16,97050
Barbados,2021-09-18,97580
Barbados,2021-09-19,97818
Barbados,2021-09-20,98366
Barbados,2021-09-21,99117
Barbados,2021-09-22,99921
Barbados,2021-09-23,100802
Barbados,2021-09-24,101374
Barbados,2021-09-25,101857
Barbados,2021-09-26,102267
Barbados,2021-09-27,103143
Barbados,2021-09-28,103846
Barbados,2021-09-29,104912
Barbados,2021-09-30,105881
Barbados,2021-10-01,106679
Barbados,2021-10-02,107056
Barbados,2021-10-03,107470
Barbados,2021-10-04,108222
Barbados,2021-10-05,108963
Barbados,2021-10-06,109785
Barbados,2021-10-07,110616
Barbados,2021-10-08,111214
Barbados,2021-10-09,111734
Barbados,2021-10-10,112162
Barbados,2021-10-11,113022
Barbados,2021-10-12,113850
Barbados,2021-10-13,114570
Barbados,2021-10-15,116084
Barbados,2021-10-16,116514
Barbados,2021-10-17,117020
Barbados,2021-10-18,117900
Barbados,2021-10-19,118537
Barbados,2021-10-20,119195
Barbados,2021-10-23,121347
Barbados,2021-10-24,121827
Barbados,2021-10-25,122666
Barbados,2021-10-26,123217
Barbados,2021-10-27,124043
Barbados,2021-10-28,124798
Barbados,2021-10-29,125663
Barbados,2021-10-30,126355
Barbados,2021-10-31,126914
Barbados,2021-11-01,127311
Barbados,2021-11-02,127847
Barbados,2021-11-03,128216
Barbados,2021-11-04,128816
Barbados,2021-11-05,129280
Barbados,2021-11-06,129689
Barbados,2021-11-07,129966
Barbados,2021-11-08,130367
Barbados,2021-11-09,130910
Barbados,2021-11-10,131187
Barbados,2021-11-11,131630
Barbados,2021-11-12,132034
Barbados,2021-11-13,132284
Barbados,2021-11-14,132610
Barbados,2021-11-15,132777
Barbados,2021-11-16,133284
Barbados,2021-11-17,133458
Barbados,2021-11-18,133835
Barbados,2021-11-19,134226
Barbados,2021-11-20,134530
Barbados,2021-11-21,134847
Barbados,2021-11-22,135089
Barbados,2021-11-24,135721
Barbados,2021-11-25,136103
Barbados,2021-11-26,136474
Barbados,2021-11-27,136738
Barbados,2021-11-28,136750
Barbados,2021-11-29,136754
Barbados,2021-11-30,136759
Barbados,2021-12-01,136988
Barbados,2021-12-02,137485
Barbados,2021-12-03,137922
Barbados,2021-12-04,138096
Barbados,2021-12-05,138267
Barbados,2021-12-06,138416
Barbados,2021-12-07,138719
Barbados,2021-12-08,138857
Barbados,2021-12-09,139285
Barbados,2021-12-10,139726
Barbados,2021-12-11,139823
Barbados,2021-12-12,139979
Barbados,2021-12-13,140080
Barbados,2021-12-14,140662
Barbados,2021-12-15,140927
Barbados,2021-12-16,141265
Barbados,2021-12-17,141720
Barbados,2021-12-18,141900
Barbados,2021-12-19,142043
Barbados,2021-12-20,142281
Barbados,2021-12-21,142528
Barbados,2021-12-22,142717
Barbados,2021-12-23,142815
Barbados,2021-12-24,142830
Barbados,2021-12-25,142832
Barbados,2021-12-26,142839
Barbados,2021-12-27,142849
Barbados,2021-12-28,143062
Barbados,2021-12-29,143321
Barbados,2021-12-30,143621
Barbados,2021-12-31,143677
Barbados,2022-01-02,143735
Barbados,2022-01-03,143792
Barbados,2022-01-04,143812
Barbados,2022-01-05,143867
Barbados,2022-01-06,143919
Barbados,2022-01-07,144706
Barbados,2022-01-08,144805
Barbados,2022-01-09,144881
Barbados,2022-01-10,144995
Barbados,2022-01-12,145217
Barbados,2022-01-13,145532
Barbados,2022-01-14,145760
Barbados,2022-01-15,145896
Barbados,2022-01-16,146046
Barbados,2022-01-17,146155
Barbados,2022-01-18,146257
Barbados,2022-01-19,146265
Barbados,2022-01-20,146281
Barbados,2022-01-21,146319
Barbados,2022-01-22,146438
Barbados,2022-01-23,146527
Barbados,2022-01-24,146590
Barbados,2022-01-25,146699
Barbados,2022-01-26,146822
Barbados,2022-01-27,146911
Barbados,2022-02-03,147484
Barbados,2022-02-04,147607
Barbados,2022-02-05,147646
Barbados,2022-02-06,147716
Barbados,2022-02-07,147785
Barbados,2022-02-08,147935
Barbados,2022-02-09,148055
Barbados,2022-02-10,148139
Barbados,2022-02-11,148266
Barbados,2022-02-12,148344
Barbados,2022-02-13,148406
Barbados,2022-02-14,148474
Barbados,2022-02-15,148589
Barbados,2022-02-16,148678
Barbados,2022-02-17,148787
Barbados,2022-02-18,148882
Barbados,2022-02-19,148906
Barbados,2022-02-20,148947
Barbados,2022-02-21,148993
Barbados,2022-02-22,149071
Barbados,2022-02-23,149167
Barbados,2022-02-24,149234
Barbados,2022-02-25,149281
Barbados,2022-02-26,149343
Barbados,2022-02-27,149406
Barbados,2022-02-28,149448
Barbados,2022-03-01,149539
Barbados,2022-03-02,149692
Barbados,2022-03-03,149796
Barbados,2022-03-04,149913
Barbados,2022-03-06,150017
Barbados,2022-03-07,150066
Barbados,2022-03-08,150127
Barbados,2022-03-09,150220
Barbados,2022-03-10,150255
Barbados,2022-03-11,150271
Barbados,2022-03-12,150337
Barbados,2022-03-14,150419
Barbados,2022-03-15,150471
Barbados,2022-03-16,150525
Barbados,2022-03-17,150580
Barbados,2022-03-18,150645
Barbados,2022-03-19,150665
Barbados,2022-03-20,150682
Barbados,2022-03-21,150699
Barbados,2022-03-22,150743
Barbados,2022-03-23,150788
Barbados,2022-03-24,150816
Barbados,2022-03-25,150873
Barbados,2022-03-26,151004
Barbados,2022-03-27,151034
Barbados,2022-03-28,151069
Barbados,2022-03-29,151097
Barbados,2022-03-30,151139
Barbados,2022-04-02,151254
Barbados,2022-04-03,151276
Barbados,2022-04-04,151309
Barbados,2022-04-05,151321
Barbados,2022-04-06,151364
Barbados,2022-04-09,151459
Barbados,2022-04-10,151475
Barbados,2022-04-11,151490
Barbados,2022-04-12,151577
Barbados,2022-04-13,151588
Barbados,2022-04-16,151632
Barbados,2022-04-17,151635
Barbados,2022-04-18,151638
Barbados,2022-04-19,151667
Barbados,2022-04-20,151716
Barbados,2022-04-21,151755
Barbados,2022-04-22,151794
Barbados,2022-04-23,151805
Barbados,2022-04-24,151824
Barbados,2022-04-25,151844
Barbados,2022-04-26,151868
Barbados,2022-04-27,151918
Barbados,2022-04-28,151930
Barbados,2022-04-29,151962
Barbados,2022-04-30,151983
Barbados,2022-05-01,151991
Barbados,2022-05-02,151992
Barbados,2022-05-03,152018
Barbados,2022-05-04,152099
Barbados,2022-05-06,152169
Barbados,2022-05-07,152180
Barbados,2022-05-09,152215
Barbados,2022-05-10,152255
Barbados,2022-05-11,152295
Barbados,2022-05-12,152324
Barbados,2022-05-13,152353
Barbados,2022-05-14,152357
Barbados,2022-05-15,152379
Barbados,2022-05-16,152397
Barbados,2022-05-17,152445
Barbados,2022-05-18,152513
Barbados,2022-05-19,152541
Barbados,2022-05-21,152595
Barbados,2022-05-23,152647
Barbados,2022-05-24,152672
Barbados,2022-05-25,152704
Barbados,2022-05-26,152723
Barbados,2022-05-27,152758
Barbados,2022-05-28,152767
Barbados,2022-05-29,152791
Barbados,2022-05-30,152808
Barbados,2022-05-31,152825
Barbados,2022-06-01,152857
Barbados,2022-06-02,152878
Barbados,2022-06-03,152909
Barbados,2022-06-04,152912
Barbados,2022-06-05,152917
Barbados,2022-06-06,152923
Barbados,2022-06-07,152946
Barbados,2022-06-08,152970
Barbados,2022-06-09,153003
Barbados,2022-06-10,153022
Barbados,2022-06-11,153025
Barbados,2022-06-12,153057
Barbados,2022-06-13,153072
Barbados,2022-06-14,153124
Barbados,2022-06-15,153168
Barbados,2022-06-16,153199
Barbados,2022-06-17,153230
Barbados,2022-06-18,153231
Barbados,2022-06-19,153257
Barbados,2022-06-20,153284
Barbados,2022-06-21,153318
Barbados,2022-06-22,153352
Barbados,2022-06-23,153389
Barbados,2022-06-25,153433
Barbados,2022-06-26,153453
Barbados,2022-06-27,153468
Barbados,2022-06-28,153481
Barbados,2022-06-29,153510
Barbados,2022-06-30,153520
Barbados,2022-07-02,153548
Barbados,2022-07-03,153571
Barbados,2022-07-04,153590
Barbados,2022-07-05,153604
Barbados,2022-07-06,153624
Barbados,2022-07-08,153672
Barbados,2022-07-10,153685
Barbados,2022-07-12,153742
Barbados,2022-07-13,153773
Barbados,2022-07-14,153782
Barbados,2022-07-15,153809
Barbados,2022-07-16,153809
Barbados,2022-07-17,153820
Barbados,2022-07-18,153831
Barbados,2022-07-19,153842
Barbados,2022-07-20,153865
Barbados,2022-07-21,153875
Barbados,2022-07-22,153902
Barbados,2022-07-23,153905
Barbados,2022-07-24,153915
Barbados,2022-07-25,153923
Barbados,2022-07-26,153941
Barbados,2022-07-27,153968
Barbados,2022-07-28,153977
Barbados,2022-07-30,154003
Barbados,2022-07-31,154016
Barbados,2022-08-03,154033
Barbados,2022-08-04,154055
Barbados,2022-08-05,154076
Barbados,2022-08-06,154077
Barbados,2022-08-07,154098
Barbados,2022-08-08,154109
Barbados,2022-08-09,154127
Barbados,2022-08-10,154139
Barbados,2022-08-11,154150
Barbados,2022-08-12,154166
Barbados,2022-08-14,154179
Barbados,2022-08-15,154186
Barbados,2022-08-16,154208
Barbados,2022-08-17,154226
Barbados,2022-08-18,154254
Barbados,2022-08-19,154266
Barbados,2022-08-20,154271
Barbados,2022-08-21,154278
Barbados,2022-08-22,154285
Barbados,2022-08-23,154321
Barbados,2022-08-24,154348
Barbados,2022-08-25,154354
Barbados,2022-08-27,154370
Barbados,2022-08-28,154378
Barbados,2022-08-29,154389
Barbados,2022-08-30,154401
Barbados,2022-08-31,154411
Barbados,2022-09-02,154421
Barbados,2022-09-03,154423
Barbados,2022-09-04,154436
Barbados,2022-09-05,154444
Barbados,2022-09-06,154458
Barbados,2022-09-07,154473
Barbados,2022-09-08,154476
Barbados,2022-09-09,154487
Barbados,2022-09-11,154502
Barbados,2022-09-12,154508
Barbados,2022-09-13,154516
Barbados,2022-09-14,154528
Barbados,2022-09-15,154558
Barbados,2022-09-18,154577
Barbados,2022-09-19,154606
Barbados,2022-09-20,154616
Barbados,2022-09-21,154630
Barbados,2022-09-22,154633
Barbados,2022-09-24,154642
Barbados,2022-09-25,154648
Barbados,2022-09-26,154650
Barbados,2022-10-07,154688
Barbados,2022-10-14,154789
Barbados,2022-11-04,154907
Barbados,2022-11-25,154951
Barbados,2022-12-02,154972
Barbados,2022-12-16,154990
Barbados,2023-01-06,155010
Barbados,2023-02-10,155010
Barbados,2023-03-10,155010
Barbados,2023-03-31,155028
Barbados,2023-04-21,155031
Barbados,2023-05-05,155036
Barbados,2023-06-02,155036
Barbados,2023-09-22,155045
Barbados,2023-12-29,155047
Belarus,2020-12-28,0
Belarus,2021-02-18,0
Belarus,2021-03-12,10000
Belarus,2021-03-26,26100
Belarus,2021-04-09,26100
Belarus,2021-04-23,84500
Belarus,2021-05-07,150000
Belarus,2021-05-23,272302
Belarus,2021-05-30,279683
Belarus,2021-06-06,313938
Belarus,2021-06-13,372099
Belarus,2021-07-18,753276
Belarus,2021-07-25,860453
Belarus,2021-08-01,980867
Belarus,2021-08-10,1095778
Belarus,2021-08-15,1188636
Belarus,2021-08-22,1271335
Belarus,2021-08-29,1336553
Belarus,2021-09-05,1392817
Belarus,2021-09-12,1455251
Belarus,2021-09-19,1512121
Belarus,2021-09-26,1568483
Belarus,2021-10-03,1627673
Belarus,2021-10-10,1749584
Belarus,2021-10-17,1863182
Belarus,2021-10-24,2006423
Belarus,2021-11-07,2297926
Belarus,2021-11-14,2425501
Belarus,2021-11-21,2560448
Belarus,2021-11-28,2712219
Belarus,2021-12-05,2865546
Belarus,2021-12-12,3039334
Belarus,2021-12-19,3228165
Belarus,2022-01-02,3570521
Belarus,2022-01-09,3718448
Belarus,2022-01-16,3910921
Belarus,2022-01-23,4092746
Belarus,2022-01-30,4233740
Belarus,2022-02-06,4372737
Belarus,2022-02-13,4497626
Belarus,2022-02-20,4632574
Belarus,2022-03-06,5107020
Belarus,2022-03-27,5406338
Belarus,2022-04-03,5501250
Belarus,2022-04-17,5667040
Belarus,2022-04-24,5770133
Belarus,2022-05-01,5851853
Belarus,2022-05-15,6063007
Belarus,2022-05-29,6237709
Belarus,2022-06-05,6271573
Belarus,2022-06-19,6325490
Belarus,2022-07-10,6332753
Belarus,2023-04-16,6354262
Belarus,2023-05-14,6355081
Belarus,2023-08-13,6355954
Belarus,2023-09-03,6414996
Belgium,2020-12-29,1
Belgium,2021-01-05,2
Belgium,2021-01-09,3
Belgium,2021-01-10,4
Belgium,2021-01-12,5
Belgium,2021-01-15,14
Belgium,2021-01-16,18
Belgium,2021-01-17,47
Belgium,2021-01-18,197
Belgium,2021-01-19,405
Belgium,2021-01-20,879
Belgium,2021-01-21,920
Belgium,2021-01-22,968
Belgium,2021-01-23,981
Belgium,2021-01-24,1013
Belgium,2021-01-25,1039
Belgium,2021-01-26,2821
Belgium,2021-01-27,6285
Belgium,2021-01-28,14233
Belgium,2021-01-29,23458
Belgium,2021-01-30,26386
Belgium,2021-01-31,26741
Belgium,2021-02-01,30730
Belgium,2021-02-02,45233
Belgium,2021-02-03,66088
Belgium,2021-02-04,90633
Belgium,2021-02-05,113728
Belgium,2021-02-06,119085
Belgium,2021-02-07,122194
Belgium,2021-02-08,130143
Belgium,2021-02-09,150093
Belgium,2021-02-10,169407
Belgium,2021-02-11,197946
Belgium,2021-02-12,226353
Belgium,2021-02-13,234553
Belgium,2021-02-14,236451
Belgium,2021-02-15,248285
Belgium,2021-02-16,258983
Belgium,2021-02-17,271949
Belgium,2021-02-18,289428
Belgium,2021-02-19,302844
Belgium,2021-02-20,304468
Belgium,2021-02-21,304775
Belgium,2021-02-22,307794
Belgium,2021-02-23,316140
Belgium,2021-02-24,324633
Belgium,2021-02-25,334019
Belgium,2021-02-26,341083
Belgium,2021-02-27,341941
Belgium,2021-02-28,342222
Belgium,2021-03-01,345042
Belgium,2021-03-02,352012
Belgium,2021-03-03,358283
Belgium,2021-03-04,367297
Belgium,2021-03-05,374189
Belgium,2021-03-06,374862
Belgium,2021-03-07,375073
Belgium,2021-03-08,377131
Belgium,2021-03-09,384674
Belgium,2021-03-10,393963
Belgium,2021-03-11,404214
Belgium,2021-03-12,418081
Belgium,2021-03-13,420323
Belgium,2021-03-14,421650
Belgium,2021-03-15,426392
Belgium,2021-03-16,430752
Belgium,2021-03-17,439663
Belgium,2021-03-18,456530
Belgium,2021-03-19,475625
Belgium,2021-03-20,477039
Belgium,2021-03-21,477594
Belgium,2021-03-22,483079
Belgium,2021-03-23,488977
Belgium,2021-03-24,499745
Belgium,2021-03-25,520059
Belgium,2021-03-26,539989
Belgium,2021-03-27,543836
Belgium,2021-03-28,544832
Belgium,2021-03-29,550199
Belgium,2021-03-30,556038
Belgium,2021-03-31,567530
Belgium,2021-04-01,592609
Belgium,2021-04-02,611422
Belgium,2021-04-03,612864
Belgium,2021-04-04,613005
Belgium,2021-04-05,615560
Belgium,2021-04-06,624878
Belgium,2021-04-07,634768
Belgium,2021-04-08,651825
Belgium,2021-04-09,667904
Belgium,2021-04-10,672078
Belgium,2021-04-11,672495
Belgium,2021-04-12,681687
Belgium,2021-04-13,690213
Belgium,2021-04-14,715072
Belgium,2021-04-15,741955
Belgium,2021-04-16,759502
Belgium,2021-04-17,765413
Belgium,2021-04-18,765584
Belgium,2021-04-19,770159
Belgium,2021-04-20,773583
Belgium,2021-04-21,778389
Belgium,2021-04-22,784672
Belgium,2021-04-23,792111
Belgium,2021-04-24,794046
Belgium,2021-04-25,794156
Belgium,2021-04-26,801383
Belgium,2021-04-27,816268
Belgium,2021-04-28,831840
Belgium,2021-04-29,852064
Belgium,2021-04-30,875159
Belgium,2021-05-01,883419
Belgium,2021-05-02,883679
Belgium,2021-05-03,899017
Belgium,2021-05-04,918425
Belgium,2021-05-05,993155
Belgium,2021-05-06,1071879
Belgium,2021-05-07,1131681
Belgium,2021-05-08,1143320
Belgium,2021-05-09,1143578
Belgium,2021-05-10,1149907
Belgium,2021-05-11,1161474
Belgium,2021-05-12,1191358
Belgium,2021-05-13,1272505
Belgium,2021-05-14,1377285
Belgium,2021-05-15,1433036
Belgium,2021-05-16,1436997
Belgium,2021-05-17,1463299
Belgium,2021-05-18,1497507
Belgium,2021-05-19,1565433
Belgium,2021-05-20,1648980
Belgium,2021-05-21,1711578
Belgium,2021-05-22,1757154
Belgium,2021-05-23,1760088
Belgium,2021-05-24,1796921
Belgium,2021-05-25,1844586
Belgium,2021-05-26,1936957
Belgium,2021-05-27,2040559
Belgium,2021-05-28,2118353
Belgium,2021-05-29,2169056
Belgium,2021-05-30,2176431
Belgium,2021-05-31,2234615
Belgium,2021-06-01,2283059
Belgium,2021-06-02,2374032
Belgium,2021-06-03,2472001
Belgium,2021-06-04,2546465
Belgium,2021-06-05,2598564
Belgium,2021-06-06,2604646
Belgium,2021-06-07,2682699
Belgium,2021-06-08,2764261
Belgium,2021-06-09,2874676
Belgium,2021-06-10,2993519
Belgium,2021-06-11,3104375
Belgium,2021-06-12,3176233
Belgium,2021-06-13,3185049
Belgium,2021-06-14,3274472
Belgium,2021-06-15,3358473
Belgium,2021-06-16,3437999
Belgium,2021-06-17,3494900
Belgium,2021-06-18,3555370
Belgium,2021-06-19,3587679
Belgium,2021-06-20,3589714
Belgium,2021-06-21,3628826
Belgium,2021-06-22,3685359
Belgium,2021-06-23,3750244
Belgium,2021-06-24,3811926
Belgium,2021-06-25,3864534
Belgium,2021-06-26,3915025
Belgium,2021-06-27,3922188
Belgium,2021-06-28,3978210
Belgium,2021-06-29,4048021
Belgium,2021-06-30,4095345
Belgium,2021-07-01,4144959
Belgium,2021-07-02,4187028
Belgium,2021-07-03,4239714
Belgium,2021-07-04,4246796
Belgium,2021-07-05,4346477
Belgium,2021-07-06,4442253
Belgium,2021-07-07,4566799
Belgium,2021-07-08,4699259
Belgium,2021-07-09,4814062
Belgium,2021-07-10,4925711
Belgium,2021-07-11,4952973
Belgium,2021-07-12,5076757
Belgium,2021-07-13,5171427
Belgium,2021-07-14,5287713
Belgium,2021-07-15,5395403
Belgium,2021-07-16,5506844
Belgium,2021-07-17,5592202
Belgium,2021-07-18,5604393
Belgium,2021-07-19,5715079
Belgium,2021-07-20,5813356
Belgium,2021-07-21,5901865
Belgium,2021-07-22,6061456
Belgium,2021-07-23,6203076
Belgium,2021-07-24,6286092
Belgium,2021-07-25,6298974
Belgium,2021-07-26,6398124
Belgium,2021-07-27,6489148
Belgium,2021-07-28,6620765
Belgium,2021-07-29,6746050
Belgium,2021-07-30,6864612
Belgium,2021-07-31,6935763
Belgium,2021-08-01,6946039
Belgium,2021-08-02,7034266
Belgium,2021-08-03,7106918
Belgium,2021-08-04,7194481
Belgium,2021-08-05,7286464
Belgium,2021-08-06,7374758
Belgium,2021-08-07,7413754
Belgium,2021-08-08,7419244
Belgium,2021-08-09,7472458
Belgium,2021-08-10,7538724
Belgium,2021-08-11,7601104
Belgium,2021-08-12,7662019
Belgium,2021-08-13,7710299
Belgium,2021-08-14,7731943
Belgium,2021-08-15,7733745
Belgium,2021-08-16,7766707
Belgium,2021-08-17,7802318
Belgium,2021-08-18,7844098
Belgium,2021-08-19,7884704
Belgium,2021-08-20,7919395
Belgium,2021-08-21,7938083
Belgium,2021-08-22,7941028
Belgium,2021-08-23,7974424
Belgium,2021-08-24,8007714
Belgium,2021-08-25,8042656
Belgium,2021-08-26,8082346
Belgium,2021-08-27,8115592
Belgium,2021-08-28,8143714
Belgium,2021-08-29,8145095
Belgium,2021-08-30,8171839
Belgium,2021-08-31,8201704
Belgium,2021-09-01,8217518
Belgium,2021-09-02,8229266
Belgium,2021-09-03,8247385
Belgium,2021-09-04,8268022
Belgium,2021-09-05,8268486
Belgium,2021-09-06,8272600
Belgium,2021-09-07,8279357
Belgium,2021-09-08,8296372
Belgium,2021-09-09,8304381
Belgium,2021-09-10,8315940
Belgium,2021-09-11,8330692
Belgium,2021-09-12,8331538
Belgium,2021-09-13,8337735
Belgium,2021-09-14,8341146
Belgium,2021-09-15,8352318
Belgium,2021-09-16,8361620
Belgium,2021-09-17,8372119
Belgium,2021-09-18,8386364
Belgium,2021-09-19,8386625
Belgium,2021-09-20,8390297
Belgium,2021-09-21,8397112
Belgium,2021-09-22,8408604
Belgium,2021-09-23,8416116
Belgium,2021-09-24,8424953
Belgium,2021-09-25,8443035
Belgium,2021-09-26,8443943
Belgium,2021-09-27,8448165
Belgium,2021-09-28,8453723
Belgium,2021-09-29,8468253
Belgium,2021-09-30,8475521
Belgium,2021-10-01,8483542
Belgium,2021-10-02,8493825
Belgium,2021-10-03,8494282
Belgium,2021-10-04,8497325
Belgium,2021-10-05,8499985
Belgium,2021-10-06,8506420
Belgium,2021-10-07,8510865
Belgium,2021-10-08,8518326
Belgium,2021-10-09,8527847
Belgium,2021-10-10,8528049
Belgium,2021-10-11,8531261
Belgium,2021-10-12,8535574
Belgium,2021-10-13,8543195
Belgium,2021-10-14,8547408
Belgium,2021-10-15,8555774
Belgium,2021-10-16,8563313
Belgium,2021-10-17,8563471
Belgium,2021-10-18,8566046
Belgium,2021-10-19,8569115
Belgium,2021-10-20,8574321
Belgium,2021-10-21,8578241
Belgium,2021-10-22,8586250
Belgium,2021-10-23,8593297
Belgium,2021-10-24,8593420
Belgium,2021-10-25,8596567
Belgium,2021-10-26,8601148
Belgium,2021-10-27,8607748
Belgium,2021-10-28,8612900
Belgium,2021-10-29,8619273
Belgium,2021-10-30,8625224
Belgium,2021-10-31,8625302
Belgium,2021-11-01,8625636
Belgium,2021-11-02,8629712
Belgium,2021-11-03,8634747
Belgium,2021-11-04,8639046
Belgium,2021-11-05,8644367
Belgium,2021-11-06,8648557
Belgium,2021-11-07,8648969
Belgium,2021-11-08,8651881
Belgium,2021-11-09,8656988
Belgium,2021-11-10,8663828
Belgium,2021-11-11,8664789
Belgium,2021-11-12,8669429
Belgium,2021-11-13,8673764
Belgium,2021-11-14,8673886
Belgium,2021-11-15,8677188
Belgium,2021-11-16,8682634
Belgium,2021-11-17,8689529
Belgium,2021-11-18,8694411
Belgium,2021-11-19,8699298
Belgium,2021-11-20,8703732
Belgium,2021-11-21,8703885
Belgium,2021-11-22,8706064
Belgium,2021-11-23,8710850
Belgium,2021-11-24,8717306
Belgium,2021-11-25,8721820
Belgium,2021-11-26,8726042
Belgium,2021-11-27,8730854
Belgium,2021-11-28,8731113
Belgium,2021-11-29,8733805
Belgium,2021-11-30,8737456
Belgium,2021-12-01,8744253
Belgium,2021-12-02,8747133
Belgium,2021-12-03,8750673
Belgium,2021-12-04,8754906
Belgium,2021-12-05,8755072
Belgium,2021-12-06,8757320
